source_id,destination_id,units_shipped,total_cost
S95d567d,D3034469,18799,5223.84
S95d567d,D3034469,13002,362.48
S95d567d,D48b24ce,12945,238.02
S95d567d,D1b23125,10374,152.73
S95d567d,D3034469,19010,1480.48
S95d567d,D4bb7b20,10176,720.15
S95d567d,D9661ca9,17598,810.33
S95d567d,D662583f,10443,3292.81
S95d567d,D48b24ce,18124,4683.01
S95d567d,D662583f,17551,1848.34
S95d567d,D48b24ce,12116,586.26
S95d567d,D4bb7b20,19503,1185.18
S95d567d,D3034469,13458,2124.73
S95d567d,D662583f,19060,3341.46
S95d567d,D3034469,14169,1386.84
S95d567d,D1b23125,14955,1117.47
S95d567d,D4bb7b20,10859,985.66
S95d567d,D48b24ce,17175,2376.8
S95d567d,D3034469,13485,1859.3
S95d567d,D662583f,16154,893.52
S95d567d,D662583f,12892,5096.37
S95d567d,D9661ca9,17974,288.42
S95d567d,D1b23125,17547,6048.84
S95d567d,D1b23125,11992,176.55
S95d567d,D48b24ce,13227,2094.99
S95d567d,D3034469,19971,556.77
S95d567d,D9661ca9,19450,7508.6
S95d567d,D3034469,16824,4506.79
S95d567d,D4bb7b20,10046,108.19
S95d567d,D3034469,17000,473.94
S95d567d,D48b24ce,17254,1697.57
S95d567d,D1b23125,13077,-69.02
S95d567d,D662583f,11980,4975.44
S95d567d,D48b24ce,18099,1961.7
S95d567d,D48b24ce,14059,2367.35
S95d567d,D9661ca9,10718,8746.39
S95d567d,D4bb7b20,12024,1091.41
