source_id,destination_id,units_shipped,total_cost
S43d4c90,D1b23125,14151,3276.5
S43d4c90,D3034469,12439,1886.58
S43d4c90,D9661ca9,13009,1085.07
S43d4c90,D48b24ce,13079,-202.72
S43d4c90,D662583f,17172,1194.23
S43d4c90,D662583f,10655,101.71
S43d4c90,D1b23125,11470,2999.85
S43d4c90,D662583f,10994,434.76
S43d4c90,D3034469,13117,1333.56
S43d4c90,D4bb7b20,10395,975.98
S43d4c90,D662583f,12163,3035.22
S43d4c90,D662583f,19021,-8.65
S43d4c90,D1b23125,15627,2993.17
S43d4c90,D662583f,18949,749.35
S43d4c90,D4bb7b20,16031,222.65
S43d4c90,D3034469,10877,1214.6
S43d4c90,D662583f,17309,338.31
S43d4c90,D48b24ce,13234,456.57
S43d4c90,D9661ca9,19360,66.0
S43d4c90,D1b23125,14188,163.71
S43d4c90,D3034469,11101,795.57
S43d4c90,D662583f,17865,349.18
S43d4c90,D4bb7b20,19622,76.31
S43d4c90,D662583f,14382,568.74
S43d4c90,D662583f,13021,1035.76
S43d4c90,D4bb7b20,16236,63.14
S43d4c90,D9661ca9,10872,1885.3
S43d4c90,D4bb7b20,14500,1071.39
S43d4c90,D3034469,11131,352.48
S43d4c90,D1b23125,13246,550.22
S43d4c90,D3034469,13656,3300.2
S43d4c90,D662583f,19675,3532.56
S43d4c90,D3034469,14448,313.04
S43d4c90,D1b23125,18246,210.53
S43d4c90,D4bb7b20,15217,59.18
S43d4c90,D9661ca9,19653,1639.24
S43d4c90,D3034469,12208,1363.23
S43d4c90,D48b24ce,10764,156.08
S43d4c90,D9661ca9,19046,1398.15
S43d4c90,D48b24ce,15291,527.54
S43d4c90,D3034469,14843,1360.61
S43d4c90,D4bb7b20,12926,438.05
S43d4c90,D48b24ce,14654,65.94
S43d4c90,D4bb7b20,17311,240.43
S43d4c90,D9661ca9,14665,196.64
