source_id,destination_id,units_shipped,total_cost
S58c7391,D48b24ce,11092,1742.52
S58c7391,D4bb7b20,10386,78.53
S58c7391,D3034469,13874,2440.96
S58c7391,D1b23125,18421,4296.43
S58c7391,D48b24ce,17909,843.46
S58c7391,D3034469,14690,87.22
S58c7391,D4bb7b20,19544,343.21
S58c7391,D4bb7b20,11550,1357.83
S58c7391,D48b24ce,10875,1273.43
S58c7391,D3034469,16410,589.73
S58c7391,D1b23125,16509,11114.44
S58c7391,D4bb7b20,18813,1082.89
S58c7391,D4bb7b20,10395,286.5
S58c7391,D1b23125,13402,-90.66
S58c7391,D48b24ce,18074,1031.97
S58c7391,D662583f,10319,109.09
S58c7391,D3034469,11067,397.72
S58c7391,D9661ca9,15396,227.27
S58c7391,D4bb7b20,17066,1664.98
S58c7391,D1b23125,11376,491.84
S58c7391,D9661ca9,16418,2869.24
S58c7391,D1b23125,10613,1307.9
S58c7391,D48b24ce,11535,889.31
S58c7391,D9661ca9,18212,1179.44
S58c7391,D9661ca9,14290,5069.55
S58c7391,D1b23125,13883,7541.74
S58c7391,D662583f,18458,6470.85
S58c7391,D48b24ce,11762,906.81
S58c7391,D4bb7b20,18340,1789.27
S58c7391,D48b24ce,15898,1384.66
S58c7391,D4bb7b20,15616,898.87
S58c7391,D1b23125,17951,1314.65
